País,Ene-Mar 2013,Abr-Jun 2013,Jul-Sep 2013,Oct-Dic 2013,Ene-Mar 2014,Abr-Jun 2014,Jul-Sep 2014,Oct-Dic 2014,Ene-Mar 2015,Abr-Jun 2015,Jul-Sep 2015,Oct-Dic 2015,Ene-Mar 2016,Abr-Jun 2016,Jul-Sep 2016,Oct-Dic 2016,Ene-Mar 2017,Abr-Jun 2017,Jul-Sep 2017,Oct-Dic 2017,Ene-Mar 2018,Abr-Jun 2018,Jul-Sep 2018,Oct-Dic 2018,Ene-Mar 2019,Abr-Jun 2019,Jul-Sep 2019,Oct-Dic 2019,Ene-Mar 2020,Abr-Jun 2020,Jul-Sep 2020,Oct-Dic 2020,Ene-Mar 2021,Abr-Jun 2021,Jul-Sep 2021,Oct-Dic 2021,Ene-Mar 2022,Abr-Jun 2022,Jul-Sep 2022,Oct-Dic 2022,Ene-Mar 2023
Total,5040.32825,6097.029194,5672.235076,5493.158621,5459.726963,6166.77684,5967.58321,6053.19688,5723.617151,6353.255626,6543.166192,6164.733662,6205.84926,6961.825225,6891.984241,6933.622843,6908.260363,7651.620355,7706.799797,8023.864458,7186.923417,9057.562808,8459.465243,8973.275697,7944.758122,9506.229107,9788.668822,9199.101987,9397.570459,9891.870809,10676.01737,10639.095318,10615.476633,13031.693608,13702.749337,14235.94745,12521.968501,14993.703798,15462.055579,15531.971797,13970.353149
Afganistán,0.00096,0.000979,0,0.003328,0.002479,0.000544,0,0.001668,0.012744,0.002353,0.003962,0.007792,0.003592,0.005483,0.004738,0.002438,0.001803,0.000102,0.001406,0.000928,0.000365,0.003053,0.000668,0.003127,0.00241,0.006428,0.00053,0,0.001596,0.000252,0.000123,0.001371,0.000208,0.001866,0.000422,0,0,0.006399,0.009746,0.27977,0.29996
Albania,0.005375,0.002609,0.009435,0.027682,0.014587,0.010071,0.012473,0.004484,0.012784,0.00174,0.003714,0.005392,0.001555,0.00773,0.00944,0.008888,0.003544,0.002323,0.010758,0.010844,0.002546,0.019108,0.014179,0.01347,0.007138,0.006491,0.00567,0.005554,0.004357,0.006385,0.000869,0.003528,0.002855,0.004203,0.002285,0.001785,0.010944,0.002208,0.004465,0.006214,0.003771
Alemania,0.808244,0.956127,0.787737,0.691994,0.560594,0.598796,1.407891,0.516433,1.26418,3.472006,3.708628,3.870701,3.74385,3.707534,3.332551,3.667614,3.404648,4.224793,4.502793,5.407018,5.508888,4.878703,6.25818,6.871013,6.162777,6.663736,7.041278,7.801517,7.390869,6.692659,7.676331,8.288904,8.261712,8.852029,12.174753,10.157866,9.116183,9.692502,5.255331,5.664493,5.620076
Angola,0.049502,0.062685,0.043369,0.118248,0.112139,0.079658,0.066761,0.035647,0.004415,0.001725,0.002142,0.01119,0.00383,0.002845,0.000463,0.000567,0.000976,0.000733,0.001346,0,0.001903,0.003334,0,0,0,0,0,0,0,0,0,0,0.000413,0.000323,0.000799,0.000974,0,0.003711,0.001208,0.016266,0.035705
Anguila,0,0.000101,0,0.00128,0.003401,0.000977,0.000758,0.000916,0.000976,0.001241,0.000959,0.000939,0.004541,0.001528,0.001845,0.00325,0.004089,0.00441,0.002362,0.001644,0.000186,0.000064,0.01236,0.052859,0,0.00266,0.002898,0.000187,0.002897,0.000057,0.001468,0.000452,0.000761,0.005046,0.031436,0.040294,0.041495,0.014053,0.000175,0.000522,0.000271
Antigua y Barbuda,0.001735,0.00089,0.002056,0.002941,0.005147,0.001415,0.00344,0.000875,0.005246,0.001231,0.001766,0.002097,0.004592,0.001609,0.003207,0.005583,0.007465,0.00775,0.003327,0.000459,0.006739,0.003614,0.022419,0.008597,0.006557,0.006987,0.008,0.004635,0.002446,0.001967,0.002786,0.00236,0.002762,0.001074,0.001902,0.002245,0.001696,0.002896,0.003729,0.007039,0.008127
Antillas Holandesas,0.007684,0.005307,0.006629,0,0,0,0,0,0,0,0,0,0,0.000012,0.000492,0,0.00011,0.000013,0,0.000218,0.000104,0.002361,0.005587,0.006755,0.002974,0.001855,0.000275,0.002428,0.003572,0.001096,0.000984,0.001226,0.002123,0.000183,0,0.005192,0.001396,0.00062,0.00068,0.00185,0.001159
Arabia Saudita,0.043215,0.032155,0.048919,0.027504,0.018644,0.065771,0.059356,0.068932,0.33802,0.034347,0.040172,0.057518,0.110033,0.102055,0.097894,0.134895,0.144429,0.059369,0.091636,0.101177,0.064726,0.065372,0.064647,0.092664,0.109928,0.092984,0.082609,0.081697,0.070438,0.104953,0.112431,0.101048,0.10331,0.0853,0.107988,0.148751,0.123868,0.140519,0.17848,0.153451,0.125452
Argelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0.381096,0.333992,0.297838,0.226969,0.185674,0.183253,0.208827,0.189007,0.52305,1.482247,1.442648,0.535856,2.452422,4.00443,5.051387,5.407019,5.111013,6.38882,9.056157,11.26688,9.442985,7.784693,10.543864,10.745829,5.074479,5.462968,5.966362,6.039481,3.149573,3.787119,5.486478,4.669569,4.966239,5.614714,6.500846,6.215813,5.506045,6.705901,3.065937,3.433567,2.825442
Armenia,0.007262,0.00459,0.006566,0.007102,0.006114,0.01522,0.016475,0.004019,0.006723,0.00123,0.003895,0.001633,0.001975,0.000642,0.000928,0.004322,0.002797,0.0101,0.004837,0.001755,0.010292,0.015678,0.00354,0.00596,0,0.002027,0.004167,0.031008,0.010105,0.004144,0.007265,0.008098,0.007194,0.00371,0.003246,0.013597,0.010664,0.026044,0.009764,0.011598,0.012463
Aruba,0.027389,0.033038,0.039685,0.018587,0.006779,0.002711,0.046935,0.035096,0.016974,0.007069,0.008973,0.004933,0.00586,0.007065,0.011814,0.022012,0.016058,0.014342,0.008917,0.00845,0.008927,0.010221,0.004646,0.00468,0.009608,0.012559,0.010798,0.008051,0.007181,0.004568,0.008131,0.01454,0.015205,0.008378,0.006635,0.014656,0.010332,0.013027,0.012025,0.017565,0.018251
Australia,0.295247,0.26861,0.256494,0.32391,0.265113,0.198057,0.154834,0.173334,0.539852,0.822228,1.029013,0.943474,0.815419,0.789714,1.012804,0.887525,0.715544,0.733989,0.901337,1.034426,1.020922,0.898399,1.020742,1.179415,0.802005,0.856093,1.060349,1.29535,0.992759,1.161603,1.769766,1.752974,1.578513,1.897462,2.034889,2.04584,1.668125,1.928006,1.2653,1.460273,1.36524
Austria,0.045329,0.093349,0.048134,0.051952,0.033668,0.030464,0.024258,0.030414,0.079153,0.030004,0.025495,0.019195,0.033572,0.024237,0.031083,0.029836,0.027444,0.02822,0.043894,0.036658,0.034535,0.047176,0.038542,0.038173,0.04702,0.043113,0.035889,0.03493,0.035995,0.029476,0.05942,0.049071,0.059233,0.07234,0.06292,0.06304,0.08679,0.06954,0.076391,0.102779,0.120152
Azerbaiyán,0,0.000084,0.000723,0,0,0,0,0.003906,0.210099,0,0,0,0.000289,0.000737,0,0,0,0,0.001305,0.00056,0,0,0.001704,0.000383,0.000947,0.000608,0,0,0,0,0,0.000467,0.001567,0.001581,0,0,0,0.000044,0.00014,0.000155,0
Bahamas,0.067751,0.074413,0.075821,0.055623,0.073674,0.069954,0.084267,0.135391,0.411881,0.052358,0.039261,0.03631,0.063495,0.055244,0.053142,0.062464,0.119106,0.135185,0.076284,0.072307,0.115139,0.147033,0.141464,0.18077,0.134651,0.165293,0.169846,0.2108,0.180014,0.105992,0.142173,0.128842,0.097496,0.155042,0.221474,0.226419,0.207856,0.249188,0.300601,0.244843,0.200761
Bahrein,0.006475,0.033629,0.051747,0.032074,0.015108,0.008782,0.018595,0.015777,0.075351,0.00619,0.009242,0.009457,0.011092,0.012071,0.017027,0.021194,0.024967,0.022124,0.021864,0.034443,0.028711,0.017929,0.012733,0.023044,0.028534,0.01547,0.025821,0.0268,0.019687,0.013332,0.01047,0.014566,0.009163,0.008757,0.016151,0.032643,0.011154,0.010287,0.01376,0.018597,0.018468
Bangladesh,0,0,0,0,0,0,0,0,0,0,0.00028,0.000956,0,0.001293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,0.000761,0.00036,0,0,0,0,0.000168,0,0.000087,0,0,0.000974,0,0,0,0,0,0.000886,0.000083,0.00053,0.000475,0.000668,0,0,0,0.000632,0.001344,0.0032,0.000536,0,0.000034,0,0,0.000483,0.000524,0.000476,0.000737,0,0.000045,0.000045,0.000106
Bélgica,0.189009,0.159003,0.130398,0.146422,0.158049,0.288084,0.089406,0.116319,0.125975,0.041243,0.048906,0.049859,0.041769,0.051603,0.061153,0.05272,0.031811,0.054756,0.046148,0.052585,0.055642,0.068058,0.062754,0.056266,0.053318,0.085356,0.051177,0.062685,0.054509,0.069653,0.08126,0.073027,0.067669,0.09637,0.137448,0.149638,0.121742,0.145769,0.175417,0.189579,0.242524
Belice,0.068104,0.081037,0.16153,0.144261,0.073407,0.083542,0.131454,0.095941,0.279793,0.036894,0.04639,0.043244,0.072838,0.099638,0.135015,0.203867,0.176996,0.123406,0.144713,0.126609,0.0959,0.094821,0.10268,0.081738,0.089655,0.096459,0.077663,0.079347,0.078725,0.077261,0.124887,0.138211,0.121072,0.126542,0.182454,0.143074,0.116461,0.125257,0.127196,0.104782,0.109024
Benín,0,0,0.001946,0.000248,0.002049,0,0,0.000453,0.00134,0.00016,0.00099,0.000742,0.00011,0.00014,0,0.000491,0.001086,0.000326,0.001642,0.000051,0.000309,0.000195,0.002228,0.002622,0.004906,0.005844,0.001926,0.000214,0.001347,0.001608,0.000886,0.001365,0.00064,0.001678,0.004337,0.000987,0.001812,0.003408,0.000878,0.001957,0.010721
Bermudas,0.0215,0.019342,0.017782,0.007872,0.011468,0.006293,0.004726,0.005368,0.003417,0.001909,0.002889,0.004624,0.005152,0.0154,0.017783,0.020208,0.020281,0.012235,0.021632,0.016536,0.008132,0.017866,0.014595,0.006702,0.018485,0.019824,0.026091,0.029907,0.04271,0.049069,0.067692,0.041807,0.0186,0.028138,0.030205,0.02312,0.00995,0.018087,0.028564,0.036729,0.026309
Bielorrusia,0,0.000579,0,0.002592,0.004468,0.002132,0.002635,0.006652,0.005598,0.00036,0.000969,0.00069,0.000309,0.001064,0.004515,0.008199,0.019802,0.002688,0.001903,0.001727,0.001269,0.0026,0.001346,0.002486,0.001649,0.004261,0.049845,0.006159,0.001914,0.0028,0.004319,0.005956,0.004771,0.005215,0.004553,0.006592,0.002008,0.001377,0,0.001997,0.000587
Bolivia,0.44901,0.583106,0.423698,0.477736,0.379573,0.470917,0.381164,0.449923,1.13005,1.477774,1.597292,1.647001,1.312189,1.352158,0.942989,1.091406,0.887641,1.218052,1.27774,1.384159,0.969262,1.386807,1.433511,1.56981,1.71019,1.654619,2.220379,1.778617,1.474246,0.794128,1.296325,1.890372,1.959969,2.092649,2.571053,3.194406,2.678566,3.483316,2.070327,2.238855,1.933808
Bonaire,0.006466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia-Herzegovina,0.000301,0.000148,0.000619,0,0,0,0,0,0,0,0.000284,0.001014,0,0.000287,0.000848,0.001116,0.000257,0.000097,0.000224,0.000772,0.000173,0.000517,0.000469,0.000254,0.000663,0.000718,0.001183,0.001497,0.000859,0.007506,0.006319,0.002434,0.012201,0.006722,0.002998,0.000186,0.005037,0.000096,0.008128,0.010705,0.000775
Botswana,0,0.000744,0,0,0,0,0.00019,0.000561,0.000632,0,0.000814,0,0,0,0,0,0,0,0,0,0,0,0.000312,0,0,0,0,0,0,0,0,0.000014,0,0,0,0.000024,0,0,0.000963,0,0.000817
Brasil,0.508347,0.532329,0.432548,0.371806,0.398619,0.414367,0.37744,0.506185,1.0549,2.404683,2.603807,2.217786,2.559858,3.921012,3.46913,3.799388,2.943615,2.570892,3.107215,3.380649,4.697782,3.191514,5.042201,6.017347,5.441451,8.721247,8.665127,8.494272,5.250493,1.893825,2.869606,4.617707,7.174411,13.117282,18.252979,21.566573,13.568517,13.210706,6.620206,6.070394,11.114436
Brunei,0,0,0.00088,0,0.007339,0.008367,0.001746,0.001765,0.000361,0.000227,0.00007,0.000205,0.000943,0.000564,0,0,0.001956,0.000053,0,0,0,0,0.00038,0,0.000049,0,0.000051,0.000408,0.000566,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0.007521,0.004499,0.006752,0.00331,0.002129,0.016341,0.0082,0.024651,0.027619,0.004623,0.001605,0.001364,0.001446,0.001225,0.000906,0.001531,0.002468,0.004488,0.003422,0.002371,0.009347,0.005057,0.005892,0.005298,0.00467,0.005354,0.004717,0.005651,0.006027,0.004695,0.009083,0.010426,0.005696,0.00641,0.004407,0.008635,0.008638,0.00608,0.005819,0.011396,0.006073
Burkina Faso,0,0,0,0,0,0.001202,0,0,0.001102,0.000296,0.000305,0.000199,0.00109,0.000551,0.001532,0.000356,0.001298,0.000231,0.000583,0.001588,0.001096,0.003569,0,0.001915,0.000928,0.001605,0.005727,0.001798,0.002052,0.000424,0.001807,0.009037,0.01447,0.001125,0.002569,0.004027,0.007607,0.010828,0.030983,0.048859,0.04003
Burundi,0.000918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622,0,0,0,0,0,0,0,0,0,0,0.000058,0.000495
Bután,0,0,0,0.000097,0.00009,0.000198,0.002506,0.00328,0.001551,0.000086,0,0,0,0,0,0,0,0,0,0,0.002198,0.000898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0.000217,0,0.00004,0,0,0,0,0.000396,0.000269,0.00006,0.00025,0.000213,0.000024,0.000218,0.000503,0.000403,0.001015,0.000192,0.0003,0.000927,0.001406,0.002661,0.000966,0.000649,0.001176,0.004535,0.001079,0.001402,0.001631,0.000549,0.000553,0,0.000527,0.001346,0.000494,0,0.000067,0.002259,0.006105,0.003982
Camboya,0.000511,0.000499,0.002505,0.003304,0.006179,0.015151,0.001483,0.001117,0.000564,0.002186,0.001648,0.003095,0.001791,0.001776,0.005529,0.003621,0.00461,0.001055,0.001351,0.002345,0.000459,0.002238,0.001839,0.002006,0.000643,0.000048,0.003264,0.000024,0.005249,0.001868,0.000361,0.000135,0.000608,0.000187,0.000195,0.001233,0.001554,0.004049,0.003289,0.002332,0.001659
Camerún,0.034043,0.052597,0.028208,0.029175,0.015438,0.012643,0.009525,0.018017,0.037523,0.004353,0.006159,0.005342,0.004033,0.010175,0.009698,0.007782,0.007661,0.011635,0.010443,0.027811,0.013311,0.011913,0.017268,0.019744,0.028626,0.039094,0.077746,0.016153,0.008553,0.002322,0.007985,0.010187,0.012526,0.011494,0.014643,0.022547,0.031557,0.041626,0.041265,0.034,0.047951
Canadá,26.338161,64.508052,84.139378,55.115741,26.59379,51.459844,61.646219,32.62085,21.690336,71.441637,93.563609,67.718613,38.226624,74.143149,101.501641,74.730801,45.737315,92.028827,142.115078,105.557383,73.103584,117.493197,177.777306,142.366523,88.243085,153.735244,190.382472,160.313739,118.489414,158.910242,199.587714,171.933858,131.901453,187.393242,229.292296,200.566989,145.677661,231.367149,191.568818,181.819586,159.054012
Chad,0.000377,0,0.00238,0.002378,0.0005,0.004811,0,0,0.002544,0,0,0,0,0.000283,0.00025,0.000876,0,0.003467,0.00041,0.000086,0.00065,0.000246,0,0.000747,0.0008,0.000688,0.00015,0,0.00012,0,0.000026,0,0,0,0,0,0,0.000106,0.00024,0.000241,0.001893
Chile,1.047741,1.023765,0.795855,0.767423,0.652627,0.691117,0.658929,0.704366,1.719641,6.212954,5.875662,6.348805,5.086257,6.193226,5.063783,5.655358,6.541548,8.916159,10.57933,13.264368,8.445736,11.01791,9.436883,12.095125,10.154483,10.637285,14.310378,13.560812,18.592041,7.278596,12.553868,15.737664,16.950187,21.867841,31.632983,30.31984,17.909548,17.600477,11.614052,11.16941,10.170668
China,0.533465,0.541444,0.348531,0.244905,0.159861,0.259071,0.198685,0.14404,0.323601,0.217647,0.223988,0.195033,0.143275,0.203298,0.253601,0.25777,0.146489,0.180481,0.156822,0.172672,0.150884,0.095064,0.159687,0.102482,0.11635,0.138305,0.147421,0.172828,0.088261,0.107434,0.066863,0.075884,0.048405,0.052198,0.051036,0.062436,0.083948,0.054589,0.050205,0.073881,0.08823
Chipre,0.002874,0.001816,0.002104,0.000463,0.000677,0.001533,0.000623,0.000508,0.003044,0.001348,0.001233,0.004977,0.003988,0.001508,0.00207,0.002783,0.003408,0.001889,0.003757,0.002545,0.002182,0.00381,0.004817,0.004446,0.004117,0.002222,0.004066,0.002374,0.00136,0.000778,0.000323,0.000672,0.001007,0.001313,0.001773,0.004557,0.002434,0.002511,0.003498,0.005831,0.00391
Cisjordania,0,0,0,0,0,0,0,0,0,0,0,0.00189,0.000775,0.002377,0.002752,0.000193,0.002337,0.00249,0.00243,0.002495,0.002503,0.002548,0.002366,0.00331,0.000259,0.002986,0.002668,0.003796,0.000639,0,0.002742,0.002814,0.000196,0.002711,0,0,0.0027,0.002971,0.003342,0.000759,0.000574
Colombia,1.677393,1.932695,1.580927,1.438387,1.047919,0.994283,0.480456,0.477394,0.844285,10.065925,9.002426,8.182072,6.910732,7.518383,7.81896,8.375458,8.476995,8.570087,9.728029,10.403177,9.930639,10.503665,12.403716,13.708676,12.461633,13.344741,15.384047,16.462908,13.444617,9.118019,14.567169,17.961373,16.734404,18.488421,22.701026,27.942682,32.092714,44.229999,26.839715,25.928831,19.466279
Comores,0,0,0,0,0,0,0,0,0,0,0,0.000574,0.000352,0.000159,0.000164,0.000172,0,0,0.000163,0.000171,0,0,0,0,0,0.003603,0.004266,0.001004,0,0,0,0.001311,0,0,0,0,0,0.000259,0,0,0
Corea del Norte,0.001659,0.000631,0.002027,0.00368,0.002062,0.001415,0.004949,0.011693,0.004123,0,0.012795,0,0,0,0,0,0.000453,0.000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corea del Sur,0.026025,0.031826,0.004226,0.007631,0.005521,0.014496,0.018528,0.010415,0.012754,0.014513,0.007731,0.022819,0.014728,0.025477,0.017987,0.043741,0.009797,0.022601,0.020019,0.015975,0.016874,0.036683,0.021637,0.03451,0.029063,0.033545,0.053068,0.051501,0.113683,0.054771,0.095707,0.08624,0.057805,0.11168,0.084438,0.075851,0.049888,0.041777,0.04877,0.047906,0.051551
Costa de Marfil,0.01957,0.016559,0.013442,0.013162,0.026836,0.014643,0.566487,0.065372,0.070595,0.0167,0.021681,0.019657,0.023233,0.011796,0.027086,0.025394,0.006052,0.004543,0.013581,0.022186,0.017113,0.010671,0.017473,0.01795,0.024778,0.020569,0.016637,0.009734,0.008397,0.002032,0.0111,0.028614,0.027553,0.017898,0.014638,0.013785,0.013149,0.060063,0.053549,0.046523,0.030231
Costa Rica,0.622506,0.630982,0.621182,0.612822,0.506954,0.521717,0.552548,0.653855,1.710365,2.03725,2.355171,2.27845,2.169257,2.22509,1.898074,1.990418,2.247853,2.213972,2.500749,2.71619,2.578713,2.551881,2.748744,2.842161,2.823379,2.811769,3.038848,3.484335,3.364424,2.727192,3.143479,3.877886,3.479168,4.048691,4.488995,4.254204,3.91026,4.894878,2.879716,4.563261,2.83671
Croacia,0.009013,0.000573,0,0.000671,0.000113,0.000605,0.001798,0.001573,0.004615,0.003084,0.000733,0.001097,0,0.000644,0.000555,0.000166,0.000262,0.003131,0.003629,0.005807,0.005169,0.004497,0.006087,0.008976,0.009614,0.003425,0.00894,0.007382,0.006799,0.00221,0.00664,0.009905,0.00386,0.004749,0.007726,0.004563,0.008874,0.003755,0.005738,0.005204,0.004659
Cuba,0.001422,0,0,0,0,0,0,0,0.000964,0,0,0,0,0,0,0.000453,0.000097,0,0.000249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000024,0,0
Curazao,0.007485,0.004685,0.003578,0.011195,0.010258,0.001719,0.007766,0.008343,0.00042,0,0.001141,0.001659,0.001197,0.003331,0.004182,0.011026,0.003475,0.002072,0.005325,0.002988,0.003673,0.012067,0.008051,0.010681,0.009364,0.011632,0.012401,0.007015,0.013581,0.011882,0.005279,0.008202,0.0073,0.007479,0.012589,0.010714,0.008471,0.008759,0.008724,0.008726,0.008005
Dinamarca,0.024621,0.037355,0.022103,0.014388,0.00661,0.016147,0.022737,0.010251,0.059804,0.010825,0.017519,0.004975,0.006137,0.008979,0.007779,0.006036,0.010224,0.009892,0.024532,0.030257,0.014502,0.019779,0.012349,0.017031,0.013551,0.016815,0.012736,0.017763,0.013726,0.015703,0.015981,0.018607,0.018601,0.02858,0.040036,0.051207,0.078627,0.114124,0.063887,0.061842,0.072481
Djibouti,0,0,0,0,0,0,0,0.000827,0.001389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052,0.000538,0.00016,0.000095,0,0.002639,0,0,0,0,0.000518,0.000274,0.000395,0.000561,0.000326,0.000177,0,0,0
Dominica,0.000194,0.000263,0.000893,0.001454,0,0.000097,0.000983,0,0.005105,0.000328,0.00039,0.000603,0.000183,0.000595,0.000195,0.000453,0.001789,0.000008,0.000122,0.000242,0.001746,0,0.000254,0,0.000209,0.000881,0.000895,0.000146,0.000578,0.001247,0.002692,0.000387,0.000189,0.001028,0.00215,0.005162,0.002996,0.003451,0.003227,0.001699,0.002515
Ecuador,1.124463,1.425996,1.491049,2.349618,2.019555,1.922596,1.791425,2.077476,3.371164,5.201571,5.265627,5.396331,4.909582,6.051988,5.227473,6.288551,5.714487,6.127693,6.154354,6.705965,7.052011,7.063863,7.468978,10.064784,12.991304,21.985517,20.521035,24.590166,28.718671,7.727588,18.857524,42.842858,50.542504,89.987332,108.92218,33.818725,31.812001,68.609929,42.517252,75.466785,68.160405
Egipto,0.015928,0.017685,0.020574,0.012082,0.004307,0.001146,0.009375,0.006063,0.058935,0.008815,0.014439,0.048446,0.023285,0.019202,0.024601,0.040055,0.043191,0.036359,0.049534,0.033249,0.044677,0.045149,0.064989,0.054037,0.054259,0.0292,0.031683,0.028053,0.029414,0.039656,0.028327,0.028879,0.032389,0.02602,0.026445,0.015548,0.01734,0.017567,0.021453,0.012726,0.017553
El Salvador,6.689808,7.311007,6.552239,7.193417,8.643203,11.548669,9.618732,5.986745,13.13232,4.299986,3.682305,3.918139,3.67985,5.650574,4.305929,5.205751,4.01688,3.53212,4.062804,4.720609,4.233587,4.541457,5.585421,6.883049,8.26506,12.32317,8.819608,6.888108,6.36987,3.87144,8.765768,15.247277,15.603971,19.402516,18.774081,18.659797,14.434126,16.241145,9.823964,9.197633,8.405439
Emiratos Árabes Unidos,0.243076,0.261804,0.401524,0.119136,0.093379,0.102523,0.122516,0.109136,0.266286,0.068079,0.077834,0.123305,0.186667,0.159787,0.228131,0.286702,0.219823,0.146206,0.182861,0.179691,0.133117,0.140995,0.126576,0.114135,0.083595,0.075532,0.071612,0.078073,0.156024,0.106248,0.102876,0.121044,0.135255,0.147637,0.124823,0.214232,0.196618,0.156371,0.21941,0.536402,0.598272
Eslovaquia,0.001045,0.002314,0.014693,0,0,0.000041,0,0.000558,0.001083,0.001215,0.001535,0.000966,0.001478,0.000079,0.002286,0.00425,0.000838,0.001489,0.002201,0.004231,0.006296,0.005727,0.005058,0.001906,0.001928,0.001698,0.002376,0.00106,0.002367,0.001083,0.000431,0.00049,0.001212,0.004166,0.002258,0.003626,0.001252,0.001614,0.000744,0.001053,0.000521
Eslovenia,0.002401,0.000818,0,0.000851,0.000634,0.001674,0.005255,0.003735,0.004398,0.001161,0.002323,0.004065,0.001065,0.000317,0.000503,0.001951,0.001409,0.003518,0.002692,0.003456,0.00176,0.003248,0.001256,0.001766,0.001378,0.000552,0.003271,0.000827,0.000392,0,0.001003,0.003865,0.003292,0.002965,0.002001,0.001888,0.000606,0.000323,0.00163,0.008875,0.001103
España,4.150156,5.109758,4.649711,4.579085,4.186257,4.366781,4.261414,3.721878,5.56495,6.707403,6.993113,7.25563,6.375808,7.082451,6.76789,6.956175,6.971779,7.416086,8.033775,8.56976,8.434588,8.548579,10.720871,11.607974,10.826054,12.482862,14.256564,16.840823,12.540261,11.160271,14.488505,15.797425,14.76342,16.620054,17.8261,18.097118,16.41254,18.161068,11.698177,13.073891,12.155822
Estados Unidos,4893.90607,5896.865144,5453.105782,5335.972388,5270.6292,6010.217794,5729.486334,5789.497893,5595.440127,6033.626765,6227.166007,5827.520623,5957.459358,6644.331712,6562.403638,6581.057232,6635.520566,7295.551646,7236.745497,7545.908564,6770.555089,8620.556953,7897.431349,8437.042602,7538.702576,9000.795293,9274.908893,8688.278808,8969.507072,9507.186474,10183.22867,10105.300342,10122.625701,12372.336627,12945.161764,13518.626369,11937.398824,14220.177077,14870.154719,14836.278044,13390.73361
Estonia,0.000605,0.001503,0.000847,0.001209,0,0.000375,0.000611,0.000079,0.001261,0.000846,0.000571,0.000098,0.000317,0.00007,0.000182,0.000714,0.000427,0.000234,0.000763,0.000238,0.00019,0.000993,0.001529,0.001541,0.000118,0.002824,0.000667,0.005193,0.000271,0.000561,0.001094,0.001908,0.001615,0.002642,0.003166,0.002126,0.002057,0.002642,0.007463,0.003137,0.001412
Etiopía,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
